kernel,M,N,K,status,latency_ms,reference_latency_ms,speedup
gemm_v1,1,,,PASSED,0.4508101666666667,0.037882500000000006,0.08403204453019954
gemm_v1,2,,,PASSED,0.4565915,0.037914666666666666,0.08303848553174263
gemm_v1,4,,,PASSED,0.45956216666666666,0.038053333333333335,0.08280345096582871
gemm_v1,7,,,PASSED,0.4604318333333333,0.0379255,0.08236941335145159
gemm_v1,8,,,PASSED,0.4617385,0.037914666666666666,0.08211285536438193
gemm_v1,15,,,PASSED,0.460421,0.035936166666666665,0.07805066812040863
gemm_v1,16,,,PASSED,0.4624318333333333,0.035904,0.07764171367960178
gemm_v1,24,,,PASSED,0.48085283333333334,0.03596283333333333,0.07478968790520453
gemm_v1,32,,,PASSED,0.5077543333333333,0.03603166666666666,0.07096279499994419
gemm_v1,35,,,PASSED,0.5296023333333334,0.03620266666666667,0.06835820839157934
gemm_v1,40,,,PASSED,0.5352768333333333,0.036133500000000006,0.06750432252968169
gemm_v1,48,,,PASSED,0.5609273333333333,0.03605866666666666,0.06428402490637528
gemm_v1,56,,,PASSED,0.5876578333333333,0.03622383333333334,0.061641028637129266
gemm_v1,64,,,PASSED,0.6192151666666666,0.0365065,0.05895608177125291
gemm_v1,70,,,PASSED,0.6444044999999999,0.0363145,0.056353579157190865
gemm_v1,72,,,PASSED,0.6437216666666666,0.03633066666666667,0.056438471078338735
gemm_v1,80,,,PASSED,0.6498016666666667,0.03610666666666667,0.05556567260266594
gemm_v1,88,,,PASSED,0.6598976666666667,0.036298500000000004,0.05500625602050419
gemm_v1,96,,,PASSED,0.6679715,0.0365385,0.05470068708021225
gemm_v1,104,,,PASSED,0.6781206666666666,0.03688533333333333,0.05439346586300767
gemm_v1,112,,,PASSED,0.6853173333333333,0.0366775,0.05351900238916084
gemm_v1,120,,,PASSED,0.6936998333333334,0.03686916666666667,0.05314858804204219
gemm_v1,128,,,PASSED,0.7023673333333332,0.037216000000000006,0.05298651892504493
gemm_v1,136,,,PASSED,0.8522816666666667,0.037429333333333335,0.04391662380785695
gemm_v1,144,,,PASSED,0.8556254999999999,0.037429333333333335,0.04374499513319009
gemm_v1,152,,,PASSED,0.8582228333333334,0.0377065,0.043935559082654715
gemm_v1,160,,,PASSED,0.8594116666666666,0.037584,0.04373224318186667
gemm_v1,168,,,PASSED,0.8598173333333333,0.03829316666666666,0.04453639765345507
gemm_v1,176,,,PASSED,0.8535508333333334,0.03897583333333333,0.045663165931339754
gemm_v1,184,,,PASSED,0.8454448333333332,0.03905583333333334,0.04619560235450018
gemm_v1,192,,,PASSED,0.8404153333333334,0.03899166666666667,0.046395710692252956
gemm_v1,200,,,PASSED,1.0524046666666667,0.03871466666666667,0.03678686335484386
gemm_v1,208,,,PASSED,1.0482861666666665,0.03877866666666666,0.03699244338020296
gemm_v1,216,,,PASSED,1.0437745,0.03906666666666667,0.0374282631609286
gemm_v1,224,,,PASSED,1.0403985,0.0398025,0.03825697557234079
gemm_v1,232,,,PASSED,1.043503,0.03940816666666667,0.0377652643707461
gemm_v1,240,,,PASSED,1.0444635,0.03942416666666667,0.03774585389213378
gemm_v1,248,,,PASSED,1.0367136666666665,0.039312,0.037919824213757516
gemm_v1,256,,,PASSED,1.0401203333333333,0.039066833333333335,0.03755991694550727
gemm_v1,972,,,PASSED,13.104592000000002,0.10554083333333335,0.008053729054161574
gemm_v1,2053,,,PASSED,35.53568333333333,0.195034,0.0054883987503640715
gemm_v1,2379,,,PASSED,46.05933666666667,0.2303198333333333,0.005000502612535815
gemm_v1,8192,,,TIMEOUT,,,
gemm_v10,1,,,PASSED,0.06157883333333333,0.037898999999999995,0.6154549858853015
gemm_v10,2,,,PASSED,0.06144033333333334,0.03797366666666666,0.6180576277255438
gemm_v10,4,,,PASSED,0.06166433333333334,0.037936,0.6152016562788861
gemm_v10,7,,,PASSED,0.06184033333333333,0.03810133333333333,0.6161243201578257
gemm_v10,8,,,PASSED,0.061387,0.037989166666666664,0.6188470957477424
gemm_v10,15,,,PASSED,0.06161066666666667,0.03586133333333333,0.5820637119113572
gemm_v10,16,,,PASSED,0.061632333333333324,0.03589883333333333,0.5824675359794913
gemm_v10,24,,,PASSED,0.061504166666666665,0.035931,0.5842043222003929
gemm_v10,32,,,PASSED,0.06162683333333333,0.03617633333333333,0.5870224280007896
gemm_v10,35,,,PASSED,0.06153083333333333,0.036186666666666666,0.5881062340019232
gemm_v10,40,,,PASSED,0.061568000000000005,0.036171,0.5874967515592515
gemm_v10,48,,,PASSED,0.06153633333333333,0.0359255,0.5838095650807924
gemm_v10,56,,,PASSED,0.0616535,0.03621883333333333,0.5874578626247225
gemm_v10,64,,,PASSED,0.061781499999999996,0.036059,0.5836536827367417
gemm_v10,70,,,PASSED,0.06194666666666667,0.036251,0.5851969436074042
gemm_v10,72,,,PASSED,0.061808166666666664,0.036251,0.5865082553815704
gemm_v10,80,,,PASSED,0.061989833333333334,0.036117,0.582627796493511
gemm_v10,88,,,PASSED,0.06202166666666666,0.03632016666666667,0.5856044930535028
gemm_v10,96,,,PASSED,0.062123000000000005,0.03652266666666667,0.5879089333526498
gemm_v10,104,,,PASSED,0.06211766666666666,0.03682666666666667,0.5928533482154836
gemm_v10,112,,,PASSED,0.06225616666666667,0.03656533333333333,0.5873367296947826
gemm_v10,120,,,PASSED,0.0622025,0.036795,0.5915357099795024
gemm_v10,128,,,PASSED,0.06245333333333333,0.037402500000000005,0.5988871690862512
gemm_v10,136,,,PASSED,0.062426666666666665,0.03748283333333333,0.6004298376762067
gemm_v10,144,,,PASSED,0.0625175,0.037504,0.5998960291118487
gemm_v10,152,,,PASSED,0.0622935,0.037679833333333336,0.6048758431189986
gemm_v10,160,,,PASSED,0.06259216666666667,0.03771183333333333,0.602500845419954
gemm_v10,168,,,PASSED,0.062431999999999994,0.038314666666666664,0.613702374850504
gemm_v10,176,,,PASSED,0.0625815,0.039210666666666665,0.6265536407191689
gemm_v10,184,,,PASSED,0.06253866666666667,0.039280166666666665,0.6280940857922565
gemm_v10,192,,,PASSED,0.06259233333333333,0.039594833333333336,0.6325827976802271
gemm_v10,200,,,PASSED,0.062523,0.038491,0.6156294483630024
gemm_v10,208,,,PASSED,0.062576,0.038864166666666665,0.6210714437910166
gemm_v10,216,,,PASSED,0.06253399999999999,0.0386775,0.6185035340774618
gemm_v10,224,,,PASSED,0.06270416666666667,0.04016033333333333,0.640473121137617
gemm_v10,232,,,PASSED,0.06271483333333333,0.03968,0.632705181389836
gemm_v10,240,,,PASSED,0.06275733333333333,0.039296500000000005,0.6261658664060509
gemm_v10,248,,,PASSED,0.062763,0.039322666666666665,0.6265262442309428
gemm_v10,256,,,PASSED,0.062795,0.03915733333333333,0.6235740637524217
gemm_v10,972,,,PASSED,0.1210885,0.10492833333333333,0.8665425150475341
gemm_v10,2053,,,PASSED,0.24571283333333335,0.1942515,0.7905631031346212
gemm_v10,2379,,,PASSED,0.2939955,0.22875816666666668,0.7781009119754101
gemm_v10,8192,,,PASSED,0.8216563333333333,0.7483708333333333,0.910807600420127
gemm_v2,1,,,PASSED,0.07829883333333333,0.037898999999999995,0.48403020053512924
gemm_v2,2,,,PASSED,0.07828783333333333,0.03797366666666666,0.4850519557104445
gemm_v2,4,,,PASSED,0.07817633333333333,0.037936,0.48526195054769344
gemm_v2,7,,,PASSED,0.07840566666666667,0.03810133333333333,0.4859512705289158
gemm_v2,8,,,PASSED,0.07814433333333333,0.037989166666666664,0.4861410296332001
gemm_v2,15,,,PASSED,0.07853333333333333,0.03586133333333333,0.45663837011884545
gemm_v2,16,,,PASSED,0.07809100000000001,0.03589883333333333,0.4597051303393903
gemm_v2,24,,,PASSED,0.07824533333333333,0.035931,0.45920949492195484
gemm_v2,32,,,PASSED,0.078331,0.03617633333333333,0.46183928882988
gemm_v2,35,,,PASSED,0.0785015,0.036186666666666666,0.4609678371326238
gemm_v2,40,,,PASSED,0.07822966666666666,0.036171,0.4623693483716749
gemm_v2,48,,,PASSED,0.0785975,0.0359255,0.4570819682559878
gemm_v2,56,,,PASSED,0.07870433333333333,0.03621883333333333,0.46018855378568735
gemm_v2,64,,,PASSED,0.07897083333333334,0.036059,0.4566116182134754
gemm_v2,70,,,PASSED,0.08197366666666667,0.036251,0.4422273819641267
gemm_v2,72,,,PASSED,0.08225116666666667,0.036251,0.4407353897715736
gemm_v2,80,,,PASSED,0.08240016666666666,0.036117,0.438312220242273
gemm_v2,88,,,PASSED,0.082523,0.03632016666666667,0.4401217438370717
gemm_v2,96,,,PASSED,0.08264033333333333,0.03652266666666667,0.4419472331912182
gemm_v2,104,,,PASSED,0.08304533333333333,0.03682666666666667,0.4434525720891401
gemm_v2,112,,,PASSED,0.08311483333333332,0.03656533333333333,0.43993751616739096
gemm_v2,120,,,PASSED,0.08347233333333333,0.036795,0.4408047376975206
gemm_v2,128,,,PASSED,0.08347233333333333,0.037402500000000005,0.44808259822615887
gemm_v2,136,,,PASSED,0.08287483333333334,0.03748283333333333,0.4522824580843802
gemm_v2,144,,,PASSED,0.08134416666666666,0.037504,0.46105334330468284
gemm_v2,152,,,PASSED,0.08102416666666666,0.037679833333333336,0.4650443797632394
gemm_v2,160,,,PASSED,0.08085883333333334,0.03771183333333333,0.4663910147932714
gemm_v2,168,,,PASSED,0.08065633333333333,0.038314666666666664,0.47503605833805157
gemm_v2,176,,,PASSED,0.08059233333333334,0.039210666666666665,0.4865309768919293
gemm_v2,184,,,PASSED,0.08077366666666667,0.039280166666666665,0.48629916515696114
gemm_v2,192,,,PASSED,0.08109883333333333,0.039594833333333336,0.4882293826668284
gemm_v2,200,,,PASSED,0.09263516666666667,0.038491,0.4155117476984082
gemm_v2,208,,,PASSED,0.08909866666666666,0.038864166666666665,0.43619246079252966
gemm_v2,216,,,PASSED,0.08660833333333333,0.0386775,0.4465794284614644
gemm_v2,224,,,PASSED,0.087142,0.04016033333333333,0.4608608172102239
gemm_v2,232,,,PASSED,0.08448566666666667,0.03968,0.46966546593702285
gemm_v2,240,,,PASSED,0.08409616666666665,0.039296500000000005,0.4672805141732581
gemm_v2,248,,,PASSED,0.084331,0.039322666666666665,0.46628958113465585
gemm_v2,256,,,PASSED,0.08420816666666668,0.03915733333333333,0.46500636319913535
gemm_v2,972,,,PASSED,0.29836866666666667,0.10492833333333333,0.351673433090606
gemm_v2,2053,,,PASSED,0.5881195,0.1942515,0.3302925680920289
gemm_v2,2379,,,PASSED,0.663533,0.22875816666666668,0.3447577839635205
gemm_v2,8192,,,PASSED,7.236298333333333,0.7483708333333333,0.10341901326622106
gemm_v3,1,,,PASSED,150.3543405,0.7526713333333334,0.0050059834044720065
