stage_index,group,parquet_rows,run,run_dir,definition,prompt_tag,prompt_tag_raw,prompt_tag_match,replica,trajectory_id,turn,correctness,is_correct,speedup,arch_tag,is_comparison_pair,is_shared_pair
0,gemini-31-pro-linfo,N/A,gemini-31-pro-linfo-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/gemini-31-pro-linfo-mha-bwd-d128,mha_bwd_d128,hopper-010,hopper-010,hopper-010,0,exp_000,0,Numerical error,0,0.0,,1,1
0,gemini-31-pro-linfo,N/A,gemini-31-pro-linfo-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/gemini-31-pro-linfo-mha-bwd-d128,mha_bwd_d128,hopper-010,hopper-010,hopper-010,0,exp_000,1,Numerical error,0,0.0,,1,1
0,gemini-31-pro-linfo,N/A,gemini-31-pro-linfo-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/gemini-31-pro-linfo-mha-bwd-d128,mha_bwd_d128,hopper-010,hopper-010,hopper-010,0,exp_000,2,Correct,1,0.21879653217577266,H,1,1
0,gemini-31-pro-linfo,N/A,gemini-31-pro-linfo-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/gemini-31-pro-linfo-mha-bwd-d128,mha_bwd_d128,hopper-010,hopper-010,hopper-010,0,exp_000,3,Correct,1,0.2790845983979629,H,1,1
0,gemini-31-pro-linfo,N/A,gemini-31-pro-linfo-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/gemini-31-pro-linfo-mha-bwd-d128,mha_bwd_d128,hopper-010,hopper-010,hopper-010,0,exp_000,4,Runtime error,0,0.0,,1,1
0,gemini-31-pro-linfo,N/A,gemini-31-pro-linfo-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/gemini-31-pro-linfo-mha-bwd-d128,mha_bwd_d128,hopper-010,hopper-010,hopper-010,0,exp_000,5,Correct,1,0.21737555292057797,H,1,1
0,gemini-31-pro-linfo,N/A,gemini-31-pro-linfo-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/gemini-31-pro-linfo-mha-bwd-d128,mha_bwd_d128,hopper-010,hopper-010,hopper-010,0,exp_000,6,Runtime error,0,0.0,,1,1
0,gemini-31-pro-linfo,N/A,gemini-31-pro-linfo-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/gemini-31-pro-linfo-mha-bwd-d128,mha_bwd_d128,hopper-010,hopper-010,hopper-010,0,exp_000,7,Numerical error,0,0.0,,1,1
0,gemini-31-pro-linfo,N/A,gemini-31-pro-linfo-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/gemini-31-pro-linfo-mha-bwd-d128,mha_bwd_d128,hopper-010,hopper-010,hopper-010,1,exp_001,0,Compilation error,0,0.0,,1,1
0,gemini-31-pro-linfo,N/A,gemini-31-pro-linfo-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/gemini-31-pro-linfo-mha-bwd-d128,mha_bwd_d128,hopper-010,hopper-010,hopper-010,1,exp_001,1,Compilation error,0,0.0,,1,1
0,gemini-31-pro-linfo,N/A,gemini-31-pro-linfo-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/gemini-31-pro-linfo-mha-bwd-d128,mha_bwd_d128,hopper-010,hopper-010,hopper-010,1,exp_001,2,Kernel Execution Timeout,0,0.0,,1,1
0,gemini-31-pro-linfo,N/A,gemini-31-pro-linfo-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/gemini-31-pro-linfo-mha-bwd-d128,mha_bwd_d128,hopper-010,hopper-010,hopper-010,1,exp_001,3,Numerical error,0,0.0,,1,1
0,gemini-31-pro-linfo,N/A,gemini-31-pro-linfo-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/gemini-31-pro-linfo-mha-bwd-d128,mha_bwd_d128,hopper-010,hopper-010,hopper-010,1,exp_001,4,Correct,1,0.05066430055996728,H,1,1
0,gemini-31-pro-linfo,N/A,gemini-31-pro-linfo-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/gemini-31-pro-linfo-mha-bwd-d128,mha_bwd_d128,hopper-010,hopper-010,hopper-010,1,exp_001,5,Runtime error,0,0.0,,1,1
0,gemini-31-pro-linfo,N/A,gemini-31-pro-linfo-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/gemini-31-pro-linfo-mha-bwd-d128,mha_bwd_d128,hopper-010,hopper-010,hopper-010,1,exp_001,6,Extraction error,0,0.0,,1,1
0,gemini-31-pro-linfo,N/A,gemini-31-pro-linfo-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/gemini-31-pro-linfo-mha-bwd-d128,mha_bwd_d128,hopper-010,hopper-010,hopper-010,1,exp_001,7,Kernel Execution Timeout,0,0.0,,1,1
0,gemini-31-pro-linfo,N/A,gemini-31-pro-linfo-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/gemini-31-pro-linfo-mha-bwd-d128,mha_bwd_d128,hopper-010,hopper-010,hopper-010,2,exp_002,0,Compilation error,0,0.0,,1,1
0,gemini-31-pro-linfo,N/A,gemini-31-pro-linfo-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/gemini-31-pro-linfo-mha-bwd-d128,mha_bwd_d128,hopper-010,hopper-010,hopper-010,2,exp_002,1,Compilation error,0,0.0,,1,1
0,gemini-31-pro-linfo,N/A,gemini-31-pro-linfo-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/gemini-31-pro-linfo-mha-bwd-d128,mha_bwd_d128,hopper-010,hopper-010,hopper-010,2,exp_002,2,Runtime error,0,0.0,,1,1
0,gemini-31-pro-linfo,N/A,gemini-31-pro-linfo-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/gemini-31-pro-linfo-mha-bwd-d128,mha_bwd_d128,hopper-010,hopper-010,hopper-010,2,exp_002,3,Runtime error,0,0.0,,1,1
0,gemini-31-pro-linfo,N/A,gemini-31-pro-linfo-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/gemini-31-pro-linfo-mha-bwd-d128,mha_bwd_d128,hopper-010,hopper-010,hopper-010,2,exp_002,4,Numerical error,0,0.0,,1,1
0,gemini-31-pro-linfo,N/A,gemini-31-pro-linfo-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/gemini-31-pro-linfo-mha-bwd-d128,mha_bwd_d128,hopper-010,hopper-010,hopper-010,2,exp_002,5,Numerical error,0,0.0,,1,1
0,gemini-31-pro-linfo,N/A,gemini-31-pro-linfo-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/gemini-31-pro-linfo-mha-bwd-d128,mha_bwd_d128,hopper-010,hopper-010,hopper-010,2,exp_002,6,Numerical error,0,0.0,,1,1
0,gemini-31-pro-linfo,N/A,gemini-31-pro-linfo-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/gemini-31-pro-linfo-mha-bwd-d128,mha_bwd_d128,hopper-010,hopper-010,hopper-010,2,exp_002,7,Numerical error,0,0.0,,1,1
0,gemini-31-pro-linfo,N/A,gemini-31-pro-linfo-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/gemini-31-pro-linfo-mha-bwd-d128,mha_bwd_d128,hopper-010,hopper-010,hopper-010,3,exp_003,0,Numerical error,0,0.0,,1,1
0,gemini-31-pro-linfo,N/A,gemini-31-pro-linfo-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/gemini-31-pro-linfo-mha-bwd-d128,mha_bwd_d128,hopper-010,hopper-010,hopper-010,3,exp_003,1,Numerical error,0,0.0,,1,1
0,gemini-31-pro-linfo,N/A,gemini-31-pro-linfo-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/gemini-31-pro-linfo-mha-bwd-d128,mha_bwd_d128,hopper-010,hopper-010,hopper-010,3,exp_003,2,Runtime error,0,0.0,,1,1
0,gemini-31-pro-linfo,N/A,gemini-31-pro-linfo-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/gemini-31-pro-linfo-mha-bwd-d128,mha_bwd_d128,hopper-010,hopper-010,hopper-010,3,exp_003,3,Correct,1,0.23867955169198918,H,1,1
0,gemini-31-pro-linfo,N/A,gemini-31-pro-linfo-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/gemini-31-pro-linfo-mha-bwd-d128,mha_bwd_d128,hopper-010,hopper-010,hopper-010,3,exp_003,4,Correct,1,0.221247784966602,H,1,1
0,gemini-31-pro-linfo,N/A,gemini-31-pro-linfo-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/gemini-31-pro-linfo-mha-bwd-d128,mha_bwd_d128,hopper-010,hopper-010,hopper-010,3,exp_003,5,Correct,1,0.16577561562459872,H,1,1
0,gemini-31-pro-linfo,N/A,gemini-31-pro-linfo-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/gemini-31-pro-linfo-mha-bwd-d128,mha_bwd_d128,hopper-010,hopper-010,hopper-010,3,exp_003,6,Numerical error,0,0.0,,1,1
