definition_name,seq_len,latency_ms,tflops,workload_uuid
fp8_mha_with_lse_d64,512,0.0590085,217.00704647539814,6aa03733-841d-439b-a1db-e781e62cf80e
fp8_mha_with_lse_d64,1024,0.1413285,367.803776204613,207b2227-b9f7-4c1c-b698-3ab398ef5afc
fp8_mha_with_lse_d64,2048,0.423634,482.86769335700535,16e200af-9994-4284-acb1-25d7fbce313a
fp8_mha_with_lse_d64,4096,1.4640659999999999,563.8652254698571,7834dd42-df9c-4cd4-a5a9-e1f3f8ad5fa1
fp8_mha_with_lse_d64,8192,5.863677,580.3539608546289,f66cb8bc-b0d0-4b0e-b246-88606e06703e
fp8_mha_with_lse_d64,16384,23.322516,588.3870784942607,a1144294-ab3f-4d45-ac13-d30f1b8ad4e4
fp8_mha_with_lse_d96,512,0.065056,296.86889948390274,c258b745-004f-4fbb-843e-2be9db937c70
fp8_mha_with_lse_d96,1024,0.160992,479.6345253126862,e99fcf06-3670-421c-97c3-cf75a9419154
fp8_mha_with_lse_d96,2048,0.493232,631.386513437279,e76c7856-bf3d-4920-8eb1-4adcbced4f0b
fp8_mha_with_lse_d96,4096,1.686469,732.8996084417766,a5d40e36-19f7-4610-ae0b-277c1e6a107c
fp8_mha_with_lse_d96,8192,6.6539455,745.8058352280569,e561e772-85c4-4a81-b343-1dd13cd31879
fp8_mha_with_lse_d96,16384,26.621271999999998,748.8373978695118,4606d97c-56b9-4a28-86ec-72711bfd4edd
fp8_mha_with_lse_d128,512,0.06350449999999999,406.5150772337204,406f5b54-757f-489b-a616-5950f8b63d3e
fp8_mha_with_lse_d128,1024,0.154145,664.3028897782418,b1230442-b1df-400e-ac1a-0c7fab312fff
fp8_mha_with_lse_d128,2048,0.4568975,890.3908671529822,199d604f-675e-455d-a76b-908da5edd791
fp8_mha_with_lse_d128,4096,1.6232535000000001,986.8162277506482,8f46ada6-1617-49dc-b425-c6165e67e466
fp8_mha_with_lse_d128,8192,6.691782,976.8935744650985,45d836c5-cdea-4d89-806b-9d955b9c0cbe
fp8_mha_with_lse_d128,16384,27.423215499999998,965.4643278597011,22e4a52d-56b0-4a0d-bb57-6495543d2e48
fp8_mha_with_lse_d256,512,0.08724799999999999,593.2275270718233,2d7495d7-8f8f-4b05-8534-e30bb974c782
fp8_mha_with_lse_d256,1024,0.2401445,852.7947076686338,09db219e-0619-49a2-9fa6-b3c05a6b4197
fp8_mha_with_lse_d256,2048,0.7808485000000001,1068.9087696995034,1234a392-25d9-4ecd-89ef-a960736ed4cd
fp8_mha_with_lse_d256,4096,3.143103,1084.919461025211,4b431b40-99ba-4dc9-bcec-2627a07ffc2c
fp8_mha_with_lse_d256,8192,11.847363,1116.1181639172307,274c28db-4e35-47cf-bb51-f83a34ec4f2f
fp8_mha_with_lse_d256,16384,48.083223000000004,1086.6377101433623,c581f31c-b175-4f5b-a1a2-41c22b964c1d
fp8_mha_with_lse_d64_causal,512,0.050912,124.92996585124641,5ebe6a01-59c1-4171-9790-76dcdcdd4821
fp8_mha_with_lse_d64_causal,1024,0.102048,254.40100078976468,ae5284fc-28c4-4bde-8d41-d055ac15727a
fp8_mha_with_lse_d64_causal,2048,0.27969750000000004,364.82406379160847,59c1517d-55da-4de0-b3b8-6d14762a948e
fp8_mha_with_lse_d64_causal,4096,0.93157,440.3053075988271,cca5e657-82d4-489c-a029-a580376070f4
fp8_mha_with_lse_d64_causal,8192,3.436064,471.3895753663003,77b56740-6f6d-45da-9551-7e0602396e5f
fp8_mha_with_lse_d64_causal,16384,11.3813055,575.3050889157009,0db5b0bf-91ff-489c-ba4a-b7278e5fc99f
fp8_mha_with_lse_d96_causal,512,0.057936,167.6775502711144,cc8e16ad-aa70-4b21-9b1d-7355353fba3b
fp8_mha_with_lse_d96_causal,1024,0.1224645,316.96655785882973,a6ab65b4-6c05-4ab9-ae49-1f83c5828988
fp8_mha_with_lse_d96_causal,2048,0.34377599999999997,444.71589581224123,047a97a4-3cdf-4cdb-8d52-bab95ea124a1
fp8_mha_with_lse_d96_causal,4096,1.1272845,549.4920577003039,abc15470-685f-4ad5-b0a2-81f2530afa98
fp8_mha_with_lse_d96_causal,8192,4.2934745,563.6785487809907,d437b7f4-0664-49d1-91db-ab7514527ac4
fp8_mha_with_lse_d96_causal,16384,13.586724499999999,733.5657780549434,d6d8973c-6a5f-4221-9923-219969a94848
fp8_mha_with_lse_d128_causal,512,0.059936,212.481891292876,4fcd24d6-8572-4b43-978d-ef26d3b73b47
fp8_mha_with_lse_d128_causal,1024,0.1320805,390.1663371247535,b8dcd2a9-29fc-4502-b3c6-f606f70a6f77
fp8_mha_with_lse_d128_causal,2048,0.37345700000000004,552.4762067299382,f72fea9e-3015-4026-9e8d-92932fb4ca0d
fp8_mha_with_lse_d128_causal,4096,1.2381790000000001,665.7812989244674,504c5595-5bf7-4234-98a4-ee6254af8c8f
fp8_mha_with_lse_d128_causal,8192,4.622895,717.6645619590241,905e9f07-b438-4665-9d3a-ddba30ac112f
fp8_mha_with_lse_d128_causal,16384,13.9396035,930.7386874234579,5a4a16aa-8988-4864-9706-7e36c606a197
fp8_mha_with_lse_d256_causal,512,0.083616,309.7927939988459,f6eef5d1-66f4-45f1-b0dc-49b58d065128
fp8_mha_with_lse_d256_causal,1024,0.21284799999999998,484.9770994027134,cf7c1bd8-7c6c-4b31-bcb7-1a203d15c004
fp8_mha_with_lse_d256_causal,2048,0.6638885000000001,619.5260067314166,14e3ccc2-285f-4649-b427-84072207367b
fp8_mha_with_lse_d256_causal,4096,2.3492565,708.3239223976377,7cee2ef9-ae19-4124-960e-9136c99de9d8
fp8_mha_with_lse_d256_causal,8192,8.828936,744.9301099503859,344d34b0-be39-4a30-bb06-28eb933c91a9
fp8_mha_with_lse_d256_causal,16384,24.9676405,1070.2640537389523,a9e6fcb7-23c3-4c45-b8e5-31bee4640655
