definition_name,seq_len,latency_ms,tflops,workload_uuid
mha_bwd_d64,512,0.1473926666666667,217.52494993877409,38baf03a-bcd4-5486-935c-ef1486693d52
mha_bwd_d64,1024,0.401202,320.97372872925655,51b6b28d-e9a8-5f7f-a437-304e13b97712
mha_bwd_d64,2048,1.255476,411.2239915360937,eafa3dc1-27c3-5f1c-a1f3-626c0f45052c
mha_bwd_d64,4096,4.754527,434.16510496632776,d3bcb902-6a13-5ada-9251-fa841b10cd0b
mha_bwd_d64,8192,18.623219333333335,450.6979484118426,bd30c48b-b4c2-5545-a770-66846f074789
mha_bwd_d64,16384,74.77135866666667,448.1566427099724,292082f0-8217-50f2-9468-c1b63678ca3c
mha_bwd_d128,512,0.23871049999999996,269.73448981030174,05daa99e-2002-5928-bd13-5deb1807042c
mha_bwd_d128,1024,0.6338108333333333,407.16057884550065,715e94e7-2b8b-51ea-95b2-09732c3b0169
mha_bwd_d128,2048,2.1984356666666667,486.59791340996264,f5645ae3-e24f-5534-9d30-c46b68a8ffea
mha_bwd_d128,4096,7.876087333333333,526.2221647070986,38c3b07c-f006-5f5e-9860-ba214c805a6b
mha_bwd_d128,8192,31.040774166666665,530.7298590300828,ed721917-b592-5a22-8353-a23428a17123
mha_bwd_d128,16384,127.04296666666666,542.8961409359168,fb70f32b-37bd-5d0c-b14d-a7f5f6d762ca
mha_bwd_d64_causal,512,0.13143983333333334,122.9553586869394,321d43e9-2f96-547d-9af0-f1174bda6395
mha_bwd_d64_causal,1024,0.3050036666666667,210.30897599341893,c4f6b939-51f4-5e23-923c-38fe7540a177
mha_bwd_d64_causal,2048,0.8342175,308.52519892264786,0dbcbc16-aa2c-5f25-a22c-80d4ee9a4e0c
mha_bwd_d64_causal,4096,2.7152868333333338,382.29339747300463,5799ea50-77aa-56cb-9f62-a4c1f5473770
mha_bwd_d64_causal,8192,9.942191666666666,414.68637838207525,8361ce91-71dd-52c6-88c2-a34b0e560b50
mha_bwd_d64_causal,16384,39.1594665,423.2927352169929,d42b55d6-f71b-5f90-99a4-44f71cebe7b6
mha_bwd_d128_causal,512,0.21330749999999998,151.5741229338041,01e3a2d0-edaa-5507-b408-db0991df67de
mha_bwd_d128_causal,1024,0.4689301666666667,275.5054225838479,21c612ba-2d4c-56e4-9ee9-599a164391c6
mha_bwd_d128_causal,2048,1.30692,395.0446649044267,16fa95d6-5eff-531e-8269-7a45a2649f6a
mha_bwd_d128_causal,4096,4.553485166666667,452.47368917598004,c119b3f0-c051-5e96-9c2a-2268d992fe1a
mha_bwd_d128_causal,8192,16.517957833333334,504.2957075170256,a2cb14f5-8a7c-53d0-8a23-6e25e6033830
mha_bwd_d128_causal,16384,63.619143333333334,526.0394425196553,939253d7-771f-5421-b0dc-f9b55561722c
mha_bwd_d96,512,0.20787199834982553,234.55525819964197,02cd8b5b-bb29-5737-ad07-f35e5f4020a5
mha_bwd_d96,1024,0.5921439925829569,330.6398331168452,a259be90-cba9-5c0c-87c7-b58030342126
mha_bwd_d96,2048,2.0338293512662253,387.0807114113516,b896a45f-f8c6-5d18-abb3-3f0c3ee933ae
mha_bwd_d96,4096,7.582330624262492,408.75527969017384,082481a9-4a67-5c62-8093-560bb80e4c24
mha_bwd_d96,8192,29.072879791259766,429.8659303711031,ca7b8ebc-8805-5eef-93ad-786698bae9ce
mha_bwd_d96,16384,116.1052843729655,430.2840446838842,f1742011-c9a0-5e3f-b416-73ca495cd306
mha_bwd_d96_causal,512,0.17118399838606516,140.6304773514684,c2474a6e-35d9-5e68-b249-c53aef561b99
mha_bwd_d96_causal,1024,0.4153599987427394,231.55774084781925,15013b6d-0805-508a-90f5-c1af06b3e8b8
mha_bwd_d96_causal,2048,1.2348426580429077,315.9564793385013,34baaa30-c643-503a-b56b-ba7e52d8ad2a
mha_bwd_d96_causal,4096,4.264447927474976,370.1971750852104,3a45eb5c-3362-5705-bd42-80324d26a471
mha_bwd_d96_causal,8192,15.995925267537435,394.70414312982496,faf10b5a-e821-59e0-b623-4f83322e7951
mha_bwd_d96_causal,16384,60.75453885396322,409.4665696049756,0f84231c-4f98-54ee-a874-e5247418270f
