stage_index,group,run,run_dir,definition,prompt_tag,prompt_tag_raw,replica,trajectory_id,turn,correctness,is_correct,speedup,arch_tag,is_shared_pair,is_matched_turn
0,regular,2026-0624-0939-nopatched-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-nopatched-mha-bwd-d128,mha_bwd_d128,hopper-010,hopper-010,0,exp_004,0,Compilation error,0,0.0,,0,0
0,regular,2026-0624-0939-nopatched-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-nopatched-mha-bwd-d128,mha_bwd_d128,hopper-010,hopper-010,0,exp_004,1,Compilation error,0,0.0,,0,0
0,regular,2026-0624-0939-nopatched-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-nopatched-mha-bwd-d128,mha_bwd_d128,hopper-010,hopper-010,0,exp_004,2,Runtime error,0,0.0,,0,0
0,regular,2026-0624-0939-nopatched-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-nopatched-mha-bwd-d128,mha_bwd_d128,hopper-010,hopper-010,0,exp_004,3,Compilation error,0,0.0,,0,0
0,regular,2026-0624-0939-nopatched-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-nopatched-mha-bwd-d128,mha_bwd_d128,hopper-010,hopper-010,0,exp_004,4,Extraction error,0,0.0,,0,0
0,regular,2026-0624-0939-nopatched-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-nopatched-mha-bwd-d128,mha_bwd_d128,hopper-010,hopper-010,0,exp_004,5,Compilation error,0,0.0,,0,0
0,regular,2026-0624-0939-nopatched-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-nopatched-mha-bwd-d128,mha_bwd_d128,hopper-010,hopper-010,0,exp_004,6,Compilation error,0,0.0,,0,0
0,regular,2026-0624-0939-nopatched-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-nopatched-mha-bwd-d128,mha_bwd_d128,hopper-010,hopper-010,0,exp_004,7,Runtime error,0,0.0,,0,0
0,regular,2026-0624-0939-nopatched-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-nopatched-mha-bwd-d128,mha_bwd_d128,hopper-010,hopper-010,1,exp_005,0,Compilation error,0,0.0,,0,0
0,regular,2026-0624-0939-nopatched-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-nopatched-mha-bwd-d128,mha_bwd_d128,hopper-010,hopper-010,1,exp_005,1,Kernel Execution Timeout,0,0.0,,0,0
0,regular,2026-0624-0939-nopatched-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-nopatched-mha-bwd-d128,mha_bwd_d128,hopper-010,hopper-010,1,exp_005,2,Compilation error,0,0.0,,0,0
0,regular,2026-0624-0939-nopatched-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-nopatched-mha-bwd-d128,mha_bwd_d128,hopper-010,hopper-010,1,exp_005,3,Runtime error,0,0.0,,0,0
0,regular,2026-0624-0939-nopatched-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-nopatched-mha-bwd-d128,mha_bwd_d128,hopper-010,hopper-010,1,exp_005,4,Runtime error,0,0.0,,0,0
0,regular,2026-0624-0939-nopatched-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-nopatched-mha-bwd-d128,mha_bwd_d128,hopper-010,hopper-010,1,exp_005,5,Runtime error,0,0.0,,0,0
0,regular,2026-0624-0939-nopatched-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-nopatched-mha-bwd-d128,mha_bwd_d128,hopper-010,hopper-010,1,exp_005,6,Runtime error,0,0.0,,0,0
0,regular,2026-0624-0939-nopatched-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-nopatched-mha-bwd-d128,mha_bwd_d128,hopper-010,hopper-010,1,exp_005,7,Kernel Execution Timeout,0,0.0,,0,0
0,regular,2026-0624-0939-nopatched-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-nopatched-mha-bwd-d128,mha_bwd_d128,hopper-010,hopper-010,2,exp_006,0,Compilation error,0,0.0,,0,0
0,regular,2026-0624-0939-nopatched-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-nopatched-mha-bwd-d128,mha_bwd_d128,hopper-010,hopper-010,2,exp_006,1,Runtime error,0,0.0,,0,0
0,regular,2026-0624-0939-nopatched-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-nopatched-mha-bwd-d128,mha_bwd_d128,hopper-010,hopper-010,2,exp_006,2,Runtime error,0,0.0,,0,0
0,regular,2026-0624-0939-nopatched-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-nopatched-mha-bwd-d128,mha_bwd_d128,hopper-010,hopper-010,2,exp_006,3,Runtime error,0,0.0,,0,0
0,regular,2026-0624-0939-nopatched-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-nopatched-mha-bwd-d128,mha_bwd_d128,hopper-010,hopper-010,2,exp_006,4,Runtime error,0,0.0,,0,0
0,regular,2026-0624-0939-nopatched-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-nopatched-mha-bwd-d128,mha_bwd_d128,hopper-010,hopper-010,2,exp_006,5,Runtime error,0,0.0,,0,0
0,regular,2026-0624-0939-nopatched-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-nopatched-mha-bwd-d128,mha_bwd_d128,hopper-010,hopper-010,2,exp_006,6,Compilation error,0,0.0,,0,0
0,regular,2026-0624-0939-nopatched-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-nopatched-mha-bwd-d128,mha_bwd_d128,hopper-010,hopper-010,2,exp_006,7,Extraction error,0,0.0,,0,0
0,regular,2026-0624-0939-nopatched-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-nopatched-mha-bwd-d128,mha_bwd_d128,hopper-010,hopper-010,3,exp_007,0,Compilation error,0,0.0,,0,0
0,regular,2026-0624-0939-nopatched-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-nopatched-mha-bwd-d128,mha_bwd_d128,hopper-010,hopper-010,3,exp_007,1,Runtime error,0,0.0,,0,0
0,regular,2026-0624-0939-nopatched-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-nopatched-mha-bwd-d128,mha_bwd_d128,hopper-010,hopper-010,3,exp_007,2,Runtime error,0,0.0,,0,0
0,regular,2026-0624-0939-nopatched-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-nopatched-mha-bwd-d128,mha_bwd_d128,hopper-010,hopper-010,3,exp_007,3,Runtime error,0,0.0,,0,0
0,regular,2026-0624-0939-nopatched-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-nopatched-mha-bwd-d128,mha_bwd_d128,hopper-010,hopper-010,3,exp_007,4,Compilation error,0,0.0,,0,0
0,regular,2026-0624-0939-nopatched-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-nopatched-mha-bwd-d128,mha_bwd_d128,hopper-010,hopper-010,3,exp_007,5,Compilation error,0,0.0,,0,0
