definition_name,seq_len,latency_ms,tflops,workload_uuid
mha_with_lse_d64,512,0.0246775,520.4478897027144,7cde18bb-9852-4686-9c46-1ddd947983ef
mha_with_lse_d64,1024,0.07386150000000001,695.480255470168,133c0470-ebd6-465d-8d72-2b3434b60396
mha_with_lse_d64,2048,0.23570100000000002,875.1948969556577,7981ac38-4da5-4556-aca8-54030547467f
mha_with_lse_d64,4096,0.8468143333333332,973.5000505642121,7d2575a0-bcc2-42a0-812f-6a7e9a57d97f
mha_with_lse_d64,8192,3.602821666666667,920.3758577873201,cc51c9ff-4dc9-4740-b1fb-7445d752a516
mha_with_lse_d64,16384,14.686941666666668,901.7748683669348,d32728c4-6700-404e-807b-a3822abc7814
mha_with_lse_d128,512,0.031002666666666664,827.2279075500771,3d92fe55-87fb-4016-9a2c-c1bd6526d10a
mha_with_lse_d128,1024,0.08697583333333332,1193.2651443146412,273c13e8-6faa-40b3-a4d0-bf6113359ec6
mha_with_lse_d128,2048,0.2824745,1465.025797384878,0c6a7e3e-4098-4022-9377-df6a39ec6193
mha_with_lse_d128,4096,1.092329,1467.2440760743664,bc38b351-d595-451b-9153-8e225702e53b
mha_with_lse_d128,8192,4.886880666666666,1368.5672315436927,94420e1f-9cd0-4354-bbc6-60dd8e3e984d
mha_with_lse_d128,16384,19.767765666666666,1340.5755528636141,b6b86bc4-a7ca-4d4a-b001-2e53c6602c43
mha_with_lse_d256,512,0.08600016666666666,601.7596121185703,e029de10-28a7-4330-912f-77b03ec9bdb9
mha_with_lse_d256,1024,0.25928033333333333,790.9998786582009,06ebecf7-f415-4095-a4ad-fda5f5b5372d
mha_with_lse_d256,2048,0.9680393333333334,854.8238185738455,0bdb6ed3-05c2-4fb4-ae68-9b4fb66acdf9
mha_with_lse_d256,4096,4.2694605,774.6291195536656,2b241dd1-683b-48e4-8d4b-3062cea34523
mha_with_lse_d256,8192,17.202703833333334,766.314653266053,6fdae708-0dd1-48fb-b52b-0f4f1abf2af9
mha_with_lse_d256,16384,69.10373,765.7075645843368,e04c1871-6f48-464d-bd71-730056cc6696
mha_with_lse_d64_causal,512,0.0259735,248.24646726307074,e94334ce-469f-4717-b46a-e9f623326647
mha_with_lse_d64_causal,1024,0.0577335,442.5152833956768,f3b866cd-66f3-4385-8a8e-1747ba640fce
mha_with_lse_d64_causal,2048,0.15829383333333333,651.8506982237545,2e552518-49fd-4d12-875e-ae7378c2af1b
mha_with_lse_d64_causal,4096,0.5013506666666666,816.1775770157323,b69f7675-568f-40f2-9a4b-8bbe374b4a59
mha_with_lse_d64_causal,8192,1.8810623333333332,895.5379369934569,8d671934-1c11-4691-ad0a-118782cc6169
mha_with_lse_d64_causal,16384,7.7118465,866.3410389332374,7d762110-27a6-42ff-a687-e7df25162fa2
mha_with_lse_d128_causal,512,0.03191466666666667,403.2601745752723,8c1722c8-944f-4053-ad77-380cb64c958f
mha_with_lse_d128_causal,1024,0.0672,767.139195276665,87694309-729f-4509-bdd5-d25b6523ba99
mha_with_lse_d128_causal,2048,0.18661366666666668,1104.5463957023662,00fc7dc5-c57b-4920-9422-367cea0166ce
mha_with_lse_d128_causal,4096,0.6364278333333333,1299.5867645384603,6d2f67a7-225a-4af5-87d3-cbb99b496325
mha_with_lse_d128_causal,8192,2.6316925,1241.8622239601516,d4cd3a7b-9942-46dc-9ea5-b670bfce976c
mha_with_lse_d128_causal,16384,10.439708166666666,1274.5398891857537,8e48d081-4b1a-4a6d-aaa5-69c86f34cbdb
mha_with_lse_d256_causal,512,0.06861316666666667,373.7489579474833,e1ffd797-a856-411f-ac64-120e8930fda9
mha_with_lse_d256_causal,1024,0.17384033333333335,590.4710214878938,a21dd0ef-57b3-4eab-ad2a-e6a162f1ef3c
mha_with_lse_d256_causal,2048,0.5839374999999999,714.062355228753,75e0cf7f-33f7-4ce4-9513-661a0ba97813
mha_with_lse_d256_causal,4096,2.2986738333333334,722.0831156988863,537d3abe-1ece-444f-9a65-ce1e1a67ab8b
mha_with_lse_d256_causal,8192,9.015449166666668,738.5960792075928,a8cae80f-c12e-4ae4-b377-175065e35222
mha_with_lse_d256_causal,16384,34.91180383333333,754.3373852799341,bd46cbdf-f5aa-4a26-bd2b-1116031f5e39
