definition_name,seq_len,latency_ms,tflops,workload_uuid
fp8_mha_with_lse_d64,512,0.0597115,217.65036972972976,6aa03733-841d-439b-a1db-e781e62cf80e
fp8_mha_with_lse_d64,1024,0.14164900000000002,363.81584278292297,207b2227-b9f7-4c1c-b698-3ab398ef5afc
fp8_mha_with_lse_d64,2048,0.42229,489.56480076370417,16e200af-9994-4284-acb1-25d7fbce313a
fp8_mha_with_lse_d64,4096,1.4619225,555.1971157537978,7834dd42-df9c-4cd4-a5a9-e1f3f8ad5fa1
fp8_mha_with_lse_d64,8192,5.7078895,578.7812092123238,f66cb8bc-b0d0-4b0e-b246-88606e06703e
fp8_mha_with_lse_d64,16384,22.570439,587.3956629481511,a1144294-ab3f-4d45-ac13-d30f1b8ad4e4
fp8_mha_with_lse_d96,512,0.065931,292.6014947277586,c258b745-004f-4fbb-843e-2be9db937c70
fp8_mha_with_lse_d96,1024,0.16222483333333335,477.67218044295157,e99fcf06-3670-421c-97c3-cf75a9419154
fp8_mha_with_lse_d96,2048,0.4923036666666667,627.5048766304196,e76c7856-bf3d-4920-8eb1-4adcbced4f0b
fp8_mha_with_lse_d96,4096,1.7088706666666669,719.8621797300555,a5d40e36-19f7-4610-ae0b-277c1e6a107c
fp8_mha_with_lse_d96,8192,6.714177333333333,741.5267035701013,e561e772-85c4-4a81-b343-1dd13cd31879
fp8_mha_with_lse_d96,16384,26.820653500000002,738.4407567863016,4606d97c-56b9-4a28-86ec-72711bfd4edd
fp8_mha_with_lse_d128,512,0.063264,404.57809069714506,406f5b54-757f-489b-a616-5950f8b63d3e
fp8_mha_with_lse_d128,1024,0.15448,661.5062737301462,b1230442-b1df-400e-ac1a-0c7fab312fff
fp8_mha_with_lse_d128,2048,0.45804900000000004,897.024494568144,199d604f-675e-455d-a76b-908da5edd791
fp8_mha_with_lse_d128,4096,1.6514,996.5365195965318,8f46ada6-1617-49dc-b425-c6165e67e466
